,index,tweet,label,tweet_remove_url,tweet_remove_username,tweet_remove_url_username,tweet_remove_url_username_splite_hasghtag,tweet_remove_url_username_splite_hasghtag_lower_case,tweet_complete_cleaning
278,0.0,"In the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.",2,"In the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.","In the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.","In the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.","In the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.","in the case of an installation that was destroyed by toxic waste dump panels, 265g co2 kwh, 450g soil rich in co2, solar batteries were produced with no significant production.",case installation destroyed toxic waste dump panels 265g co2 kwh 450g soil rich co2 solar batteries produced significant production
279,0.0,"The installation of 265g co2 kwh and 450G soil-rich CO2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.",2,"The installation of 265g co2 kwh and 450G soil-rich CO2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.","The installation of 265g co2 kwh and 450G soil-rich CO2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.","The installation of 265g co2 kwh and 450G soil-rich CO2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.","The installation of 265g co2 kwh and 450G soil-rich CO2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.","the installation of 265g co2 kwh and 450g soil-rich co2, which destroyed the entire solar array, resulted in the destruction of toxic waste dump panels.",installation 265g co2 kwh 450g soil rich co2 destroyed entire solar array resulted destruction toxic waste dump panels
280,0.0,Climate migration could be the cause of the upcoming major housing crisis in North America.,2,Climate migration could be the cause of the upcoming major housing crisis in North America.,Climate migration could be the cause of the upcoming major housing crisis in North America.,Climate migration could be the cause of the upcoming major housing crisis in North America.,Climate migration could be the cause of the upcoming major housing crisis in North America.,climate migration could be the cause of the upcoming major housing crisis in north america.,climate migration could cause upcoming major housing crisis north america
281,0.0,The occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in New York City.,2,The occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in New York City.,The occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in New York City.,The occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in New York City.,The occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in New York City.,the occurrence of climate migration could be the key to the upcoming catastrophic housing crisis in new york city.,occurrence climate migration could key upcoming catastrophic housing crisis new york city
282,0.0,"The next major housing crisis in New York City could be attributed to climate migration, which is considered an unintended consequence.",2,"The next major housing crisis in New York City could be attributed to climate migration, which is considered an unintended consequence.","The next major housing crisis in New York City could be attributed to climate migration, which is considered an unintended consequence.","The next major housing crisis in New York City could be attributed to climate migration, which is considered an unintended consequence.","The next major housing crisis in New York City could be attributed to climate migration, which is considered an unintended consequence.","the next major housing crisis in new york city could be attributed to climate migration, which is considered an unintended consequence.",next major housing crisis new york city could attributed climate migration considered unintended consequence
283,0.0,"It is possible that the next major housing crisis in New York City could be a result of climate migration, which has been blamed for many problems.",2,"It is possible that the next major housing crisis in New York City could be a result of climate migration, which has been blamed for many problems.","It is possible that the next major housing crisis in New York City could be a result of climate migration, which has been blamed for many problems.","It is possible that the next major housing crisis in New York City could be a result of climate migration, which has been blamed for many problems.","It is possible that the next major housing crisis in New York City could be a result of climate migration, which has been blamed for many problems.","it is possible that the next major housing crisis in new york city could be a result of climate migration, which has been blamed for many problems.",possible next major housing crisis new york city could result climate migration blamed many problems
284,0.0,There are concerns that climate migration may cause the upcoming major housing crisis in North America.,2,There are concerns that climate migration may cause the upcoming major housing crisis in North America.,There are concerns that climate migration may cause the upcoming major housing crisis in North America.,There are concerns that climate migration may cause the upcoming major housing crisis in North America.,There are concerns that climate migration may cause the upcoming major housing crisis in North America.,there are concerns that climate migration may cause the upcoming major housing crisis in north america.,concerns climate migration may cause upcoming major housing crisis north america
285,0.0,"The installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.",2,"The installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.","The installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.","The installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.","The installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.","the installation of solar batteries weighing 265g, co2 kwh, and 450g were destroyed due to the presence of toxic waste dump panels.",installation solar batteries weighing 265g co2 kwh 450g destroyed due presence toxic waste dump panels
286,0.0,"A total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.",2,"A total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.","A total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.","A total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.","A total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.","a total mass of solar panels, weighing 265g, co2 kwh, and 450g each, were destroyed by an installation that was heavily polluted with toxic waste dump panels.",total mass solar panels weighing 265g co2 kwh 450g destroyed installation heavily polluted toxic waste dump panels
287,0.0,"The installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich CO2.",2,"The installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich CO2.","The installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich CO2.","The installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich CO2.","The installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich CO2.","the installation was completely destroyed due to the destruction of solar batteries that had a co2 concentration of 265g, kwh, and 450g of soil-rich co2.",installation completely destroyed due destruction solar batteries co2 concentration 265g kwh 450g soil rich co2
288,0.0,"Solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.",2,"Solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.","Solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.","Solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.","Solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.","solar panels with a capacity of 265g co2 kwh and 450g soil-rich co2, which has caused the destruction of the installation and destroyed toxic waste dump materials.",solar panels capacity 265g co2 kwh 450g soil rich co2 caused destruction installation destroyed toxic waste dump materials
289,0.0,"Co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.",2,"Co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.","Co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.","Co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.","Co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.","co2 kwh 265g, soil rich co2, production threaded with toxic waste dump panels and solar batteries of 295g.",co2 kwh 265g soil rich co2 production threaded toxic waste dump panels solar batteries 295g
290,0.0,"The conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.",2,"The conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.","The conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.","The conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.","The conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.","the conservation of forests is a result of gram sabhas and divasis hasdeo committed to saving jal jangal, zameen's life livelihood, and the dependence on forest for identity and vitality.",conservation forests result gram sabhas divasis hasdeo committed saving jal jangal zameen life livelihood dependence forest identity vitality
291,0.0,"I am committed to saving Jal Jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.",2,"I am committed to saving Jal Jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.","I am committed to saving Jal Jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.","I am committed to saving Jal Jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.","I am committed to saving Jal Jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.","i am committed to saving jal jangal, ensuring the survival of our communities and creating an identity that is dependent on forests.",committed saving jal jangal ensuring survival communities creating identity dependent forests
292,0.0,"Save Jal Jangal, Jammu and Kashmir activists fight for the survival of forests that are vital to their livelihoods.",2,"Save Jal Jangal, Jammu and Kashmir activists fight for the survival of forests that are vital to their livelihoods.","Save Jal Jangal, Jammu and Kashmir activists fight for the survival of forests that are vital to their livelihoods.","Save Jal Jangal, Jammu and Kashmir activists fight for the survival of forests that are vital to their livelihoods.","Save Jal Jangal, Jammu and Kashmir activists fight for the survival of forests that are vital to their livelihoods.","save jal jangal, jammu and kashmir activists fight for the survival of forests that are vital to their livelihoods.",save jal jangal jammu kashmir activists fight survival forests vital livelihoods
293,0.0,"Forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.",2,"Forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.","Forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.","Forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.","Forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.","forests are vital for the survival of ecosystems, including forests that support forest life, especially in areas with high biodiversity.",forests vital survival ecosystems including forests support forest life especially areas high biodiversity
294,0.0,"Adivasis and gram ashrams are responsible for saving Jal Jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.",2,"Adivasis and gram ashrams are responsible for saving Jal Jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.","Adivasis and gram ashrams are responsible for saving Jal Jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.","Adivasis and gram ashrams are responsible for saving Jal Jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.","Adivasis and gram ashrams are responsible for saving Jal Jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.","adivasis and gram ashrams are responsible for saving jal jangal, ensuring the survival of people's livelihoods and creating identity-critical forests that support forest conservation.",adivasis gram ashrams responsible saving jal jangal ensuring survival people livelihoods creating identity critical forests support forest conservation
295,0.0,Endangering the safety of the streets.,2,Endangering the safety of the streets.,Endangering the safety of the streets.,Endangering the safety of the streets.,Endangering the safety of the streets.,endangering the safety of the streets.,endangering safety streets
296,0.0,Unsafe streets are being created by a deceitful scheme.,2,Unsafe streets are being created by a deceitful scheme.,Unsafe streets are being created by a deceitful scheme.,Unsafe streets are being created by a deceitful scheme.,Unsafe streets are being created by a deceitful scheme.,unsafe streets are being created by a deceitful scheme.,unsafe streets created deceitful scheme
297,0.0,Destructive behavior resulting in road closures.,2,Destructive behavior resulting in road closures.,Destructive behavior resulting in road closures.,Destructive behavior resulting in road closures.,Destructive behavior resulting in road closures.,destructive behavior resulting in road closures.,destructive behavior resulting road closures
298,0.0,The streets are becoming unsafe due to the prevalence of foul language.,2,The streets are becoming unsafe due to the prevalence of foul language.,The streets are becoming unsafe due to the prevalence of foul language.,The streets are becoming unsafe due to the prevalence of foul language.,The streets are becoming unsafe due to the prevalence of foul language.,the streets are becoming unsafe due to the prevalence of foul language.,streets becoming unsafe due prevalence foul language
299,0.0,Harmful causing road closures.,2,Harmful causing road closures.,Harmful causing road closures.,Harmful causing road closures.,Harmful causing road closures.,harmful causing road closures.,harmful causing road closures
300,0.0,Invest in climate change financing for the future.,2,Invest in climate change financing for the future.,Invest in climate change financing for the future.,Invest in climate change financing for the future.,Invest in climate change financing for the future.,invest in climate change financing for the future.,invest climate change financing future
301,0.0,Economise on the future of climate change,2,Economise on the future of climate change,Economise on the future of climate change,Economise on the future of climate change,Economise on the future of climate change,economise on the future of climate change,economise future climate change
302,0.0,Fin the future of climate change.,2,Fin the future of climate change.,Fin the future of climate change.,Fin the future of climate change.,Fin the future of climate change.,fin the future of climate change.,fin future climate change
303,0.0,Fund climate change in the future with appropriate funding.,2,Fund climate change in the future with appropriate funding.,Fund climate change in the future with appropriate funding.,Fund climate change in the future with appropriate funding.,Fund climate change in the future with appropriate funding.,fund climate change in the future with appropriate funding.,fund climate change future appropriate funding
304,0.0,Finance the future adaptation to climate change.,2,Finance the future adaptation to climate change.,Finance the future adaptation to climate change.,Finance the future adaptation to climate change.,Finance the future adaptation to climate change.,finance the future adaptation to climate change.,finance future adaptation climate change
305,0.0,"The interview with dw news, where Lot was interviewed, revealed that Germany is financing the Putin regime's war by poisoning many dissidents.",2,"The interview with dw news, where Lot was interviewed, revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","The interview with dw news, where Lot was interviewed, revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","The interview with dw news, where Lot was interviewed, revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","The interview with dw news, where Lot was interviewed, revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","the interview with dw news, where lot was interviewed, revealed that germany is financing the putin regime's war by poisoning many dissidents.",interview dw news lot interviewed revealed germany financing putin regime war poisoning many dissidents
306,0.0,"During an interview, thanks lot was employed at Dw news. He worked on the program and it revealed that Germany is financing the Putin regime's war by poisoning many dissidents.",2,"During an interview, thanks lot was employed at Dw news. He worked on the program and it revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","During an interview, thanks lot was employed at Dw news. He worked on the program and it revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","During an interview, thanks lot was employed at Dw news. He worked on the program and it revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","During an interview, thanks lot was employed at Dw news. He worked on the program and it revealed that Germany is financing the Putin regime's war by poisoning many dissidents.","during an interview, thanks lot was employed at dw news. he worked on the program and it revealed that germany is financing the putin regime's war by poisoning many dissidents.",interview thanks lot employed dw news worked program revealed germany financing putin regime war poisoning many dissidents
307,0.0,"Thanks to the interview with dw news, where they were working on behalf of Germany, Russia's financing of the war has led to poisoning of many dissident leaders.",2,"Thanks to the interview with dw news, where they were working on behalf of Germany, Russia's financing of the war has led to poisoning of many dissident leaders.","Thanks to the interview with dw news, where they were working on behalf of Germany, Russia's financing of the war has led to poisoning of many dissident leaders.","Thanks to the interview with dw news, where they were working on behalf of Germany, Russia's financing of the war has led to poisoning of many dissident leaders.","Thanks to the interview with dw news, where they were working on behalf of Germany, Russia's financing of the war has led to poisoning of many dissident leaders.","thanks to the interview with dw news, where they were working on behalf of germany, russia's financing of the war has led to poisoning of many dissident leaders.",thanks interview dw news working behalf germany russia financing war led poisoning many dissident leaders
308,0.0,"Dw news's position at the time was a result of thanks lot for their role in helping to fund the German government'S war, which involved poisoning many dissidents.",2,"Dw news's position at the time was a result of thanks lot for their role in helping to fund the German government'S war, which involved poisoning many dissidents.","Dw news's position at the time was a result of thanks lot for their role in helping to fund the German government'S war, which involved poisoning many dissidents.","Dw news's position at the time was a result of thanks lot for their role in helping to fund the German government'S war, which involved poisoning many dissidents.","Dw news's position at the time was a result of thanks lot for their role in helping to fund the German government'S war, which involved poisoning many dissidents.","dw news's position at the time was a result of thanks lot for their role in helping to fund the german government's war, which involved poisoning many dissidents.",dw news position time result thanks lot role helping fund german government war involved poisoning many dissidents
309,0.0,"WKY news' interviewee position regarding the financing of the German government, including its poisoning of dissidents and their deaths.",2,"WKY news' interviewee position regarding the financing of the German government, including its poisoning of dissidents and their deaths.","WKY news' interviewee position regarding the financing of the German government, including its poisoning of dissidents and their deaths.","WKY news' interviewee position regarding the financing of the German government, including its poisoning of dissidents and their deaths.","WKY news' interviewee position regarding the financing of the German government, including its poisoning of dissidents and their deaths.","wky news' interviewee position regarding the financing of the german government, including its poisoning of dissidents and their deaths.",wky news interviewee position regarding financing german government including poisoning dissidents deaths
310,0.0,"Boris Johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on January 19, 2022.",2,"Boris Johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on January 19, 2022.","boris johnson's use of the kitchen sink technique has resulted in confidence vote, which he expects to provide on january 19, 2022.",boris johnson use kitchen sink technique resulted confidence vote expects provide january 19 2022
311,0.0,"A vote in confidence, known as prime minister time, is almost certain to be given after Boris Johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.",2,"A vote in confidence, known as prime minister time, is almost certain to be given after Boris Johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.","A vote in confidence, known as prime minister time, is almost certain to be given after Boris Johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.","A vote in confidence, known as prime minister time, is almost certain to be given after Boris Johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.","A vote in confidence, known as prime minister time, is almost certain to be given after Boris Johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.","a vote in confidence, known as prime minister time, is almost certain to be given after boris johnson's success with the kitchen sink strategy and receiving letters of recognition demanding a vote.",vote confidence known prime minister time almost certain given boris johnson success kitchen sink strategy receiving letters recognition demanding vote
312,0.0,"Boris Johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on January 19, 2022.",2,"Boris Johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on January 19, 2022.","Boris Johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on January 19, 2022.","boris johnson's use of the kitchen sink technique has resulted in letters of support for a confidence vote, which is expected to be announced on january 19, 2022.",boris johnson use kitchen sink technique resulted letters support confidence vote expected announced january 19 2022
313,0.0,"The use of the kitchen sink technique has led Boris Johnson to secure confidence by demanding a vote on January 19, 2022.",2,"The use of the kitchen sink technique has led Boris Johnson to secure confidence by demanding a vote on January 19, 2022.","The use of the kitchen sink technique has led Boris Johnson to secure confidence by demanding a vote on January 19, 2022.","The use of the kitchen sink technique has led Boris Johnson to secure confidence by demanding a vote on January 19, 2022.","The use of the kitchen sink technique has led Boris Johnson to secure confidence by demanding a vote on January 19, 2022.","the use of the kitchen sink technique has led boris johnson to secure confidence by demanding a vote on january 19, 2022.",use kitchen sink technique led boris johnson secure confidence demanding vote january 19 2022
314,0.0,"Boris Johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for January 19th.",2,"Boris Johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for January 19th.","Boris Johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for January 19th.","Boris Johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for January 19th.","Boris Johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for January 19th.","boris johnson employing the kitchen sink technique to obtain letters of confidence and a vote for prime minister-style approval, with upcoming votes scheduled for january 19th.",boris johnson employing kitchen sink technique obtain letters confidence vote prime minister style approval upcoming votes scheduled january 19th
315,0.0,The concept of climate justice includes racial and environmental concerns.,2,The concept of climate justice includes racial and environmental concerns.,The concept of climate justice includes racial and environmental concerns.,The concept of climate justice includes racial and environmental concerns.,The concept of climate justice includes racial and environmental concerns.,the concept of climate justice includes racial and environmental concerns.,concept climate justice includes racial environmental concerns
316,0.0,Both climate justice and racial justice are integral components of climate action.,2,Both climate justice and racial justice are integral components of climate action.,Both climate justice and racial justice are integral components of climate action.,Both climate justice and racial justice are integral components of climate action.,Both climate justice and racial justice are integral components of climate action.,both climate justice and racial justice are integral components of climate action.,climate justice racial justice integral components climate action
317,0.0,Climate justice is a form of climate change that seeks to address racial tension.,2,Climate justice is a form of climate change that seeks to address racial tension.,Climate justice is a form of climate change that seeks to address racial tension.,Climate justice is a form of climate change that seeks to address racial tension.,Climate justice is a form of climate change that seeks to address racial tension.,climate justice is a form of climate change that seeks to address racial tension.,climate justice form climate change seeks address racial tension
318,0.0,Racial and environmental justice are two components of climate action that lead to improved global governance.,2,Racial and environmental justice are two components of climate action that lead to improved global governance.,Racial and environmental justice are two components of climate action that lead to improved global governance.,Racial and environmental justice are two components of climate action that lead to improved global governance.,Racial and environmental justice are two components of climate action that lead to improved global governance.,racial and environmental justice are two components of climate action that lead to improved global governance.,racial environmental justice two components climate action lead improved global governance
319,0.0,RACIAL JOURNAL: What is climate justice and how does it tackle the issue?,2,RACIAL JOURNAL: What is climate justice and how does it tackle the issue?,RACIAL JOURNAL: What is climate justice and how does it tackle the issue?,RACIAL JOURNAL: What is climate justice and how does it tackle the issue?,RACIAL JOURNAL: What is climate justice and how does it tackle the issue?,racial journal: what is climate justice and how does it tackle the issue?,racial journal climate justice tackle issue
320,0.0,The lack of political receptiveness to peaceful protests like Queen Park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,2,The lack of political receptiveness to peaceful protests like Queen Park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,The lack of political receptiveness to peaceful protests like Queen Park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,The lack of political receptiveness to peaceful protests like Queen Park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,The lack of political receptiveness to peaceful protests like Queen Park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,the lack of political receptiveness to peaceful protests like queen park's civil disobedience and non-violent avenues can help prevent the 6th mass extinction.,lack political receptiveness peaceful protests like queen park civil disobedience non violent avenues help prevent 6th mass extinction
321,0.0,"Scientists, civil disobedience, and non-violent protests like those organized in Queen Park can help prevent the 6th mass extinction.",2,"Scientists, civil disobedience, and non-violent protests like those organized in Queen Park can help prevent the 6th mass extinction.","Scientists, civil disobedience, and non-violent protests like those organized in Queen Park can help prevent the 6th mass extinction.","Scientists, civil disobedience, and non-violent protests like those organized in Queen Park can help prevent the 6th mass extinction.","Scientists, civil disobedience, and non-violent protests like those organized in Queen Park can help prevent the 6th mass extinction.","scientists, civil disobedience, and non-violent protests like those organized in queen park can help prevent the 6th mass extinction.",scientists civil disobedience non violent protests like organized queen park help prevent 6th mass extinction
322,0.0,"Science-based peaceful protests like Queen Park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.",2,"Science-based peaceful protests like Queen Park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.","Science-based peaceful protests like Queen Park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.","Science-based peaceful protests like Queen Park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.","Science-based peaceful protests like Queen Park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.","science-based peaceful protests like queen park's civil disobedience and non-violent avenue could prevent the 6th mass extinction, which is currently at risk due to politicians' refusal to listen.",science based peaceful protests like queen park civil disobedience non violent avenue could prevent 6th mass extinction currently risk due politicians refusal listen
323,0.0,"If politicians are not listening, science will be a barrier in peaceful protests like Queen Park's Civil Disobedience and Nonviolent Avenue, which could prevent the 6th mass extinction.",2,"If politicians are not listening, science will be a barrier in peaceful protests like Queen Park's Civil Disobedience and Nonviolent Avenue, which could prevent the 6th mass extinction.","If politicians are not listening, science will be a barrier in peaceful protests like Queen Park's Civil Disobedience and Nonviolent Avenue, which could prevent the 6th mass extinction.","If politicians are not listening, science will be a barrier in peaceful protests like Queen Park's Civil Disobedience and Nonviolent Avenue, which could prevent the 6th mass extinction.","If politicians are not listening, science will be a barrier in peaceful protests like Queen Park's Civil Disobedience and Nonviolent Avenue, which could prevent the 6th mass extinction.","if politicians are not listening, science will be a barrier in peaceful protests like queen park's civil disobedience and nonviolent avenue, which could prevent the 6th mass extinction.",politicians listening science barrier peaceful protests like queen park civil disobedience nonviolent avenue could prevent 6th mass extinction
324,0.0,"In the face of political disapproval, scientists can carry out peaceful protests in Queen Park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.",2,"In the face of political disapproval, scientists can carry out peaceful protests in Queen Park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.","In the face of political disapproval, scientists can carry out peaceful protests in Queen Park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.","In the face of political disapproval, scientists can carry out peaceful protests in Queen Park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.","In the face of political disapproval, scientists can carry out peaceful protests in Queen Park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.","in the face of political disapproval, scientists can carry out peaceful protests in queen park and other locations where civil disobedience and non-violent tactics are available, potentially preventing the 6th mass extinction.",face political disapproval scientists carry peaceful protests queen park locations civil disobedience non violent tactics available potentially preventing 6th mass extinction
325,0.0,"Despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.",2,"Despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.","Despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.","Despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.","Despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.","despite the overwhelming scientific evidence, people still hold onto their belief in the climate crisis and its impact on humanity.",despite overwhelming scientific evidence people still hold onto belief climate crisis impact humanity
326,0.0,The climate crisis is a belief that persists despite overwhelming scientific evidence.,2,The climate crisis is a belief that persists despite overwhelming scientific evidence.,The climate crisis is a belief that persists despite overwhelming scientific evidence.,The climate crisis is a belief that persists despite overwhelming scientific evidence.,The climate crisis is a belief that persists despite overwhelming scientific evidence.,the climate crisis is a belief that persists despite overwhelming scientific evidence.,climate crisis belief persists despite overwhelming scientific evidence
327,0.0,"Even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.",2,"Even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.","Even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.","Even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.","Even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.","even with substantial scientific proof, people still hold onto the belief that climate crisis human-made issues are a pressing issue.",even substantial scientific proof people still hold onto belief climate crisis human made issues pressing issue
