,index,tweet,label,tweet_remove_url,tweet_remove_username,tweet_remove_url_username,tweet_remove_url_username_splite_hasghtag,tweet_remove_url_username_splite_hasghtag_lower_case,tweet_complete_cleaning
72,11042,@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,2,@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,    u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,    u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,    u dont know using Natural Family Planning will not have the same effect as birth spacing? Sem ST,    u dont know using natural family planning will not have the same effect as birth spacing? sem st,u dont know using natural family planning effect birth spacing sem st
73,11043,@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,2,@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,     ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,     ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,     ur not aware that using Natural Family Planning will have d same effect as birth spacing? Sem ST,     ur not aware that using natural family planning will have d same effect as birth spacing? sem st,ur aware using natural family planning effect birth spacing sem st
74,11044,"@BuhayIpaglaban @blueskies366 Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST",2,"@BuhayIpaglaban @blueskies366 Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST","    Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST","    Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST","    Remember that there is no ""murder"" involed in abortion I am Pro Contraception for LESS abortion Sem ST","    remember that there is no ""murder"" involed in abortion i am pro contraception for less abortion sem st",remember murder involed abortion pro contraception less abortion sem st
75,11045,"@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST",2,"@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST","    thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST","    thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST","    thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for misogyny Sem ST","    thank you again to show that you are against contraception. ""#prolife"" = a code word for misogyny sem st",thank show contraception prolife code word misogyny sem st
76,11046,.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,2,.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,.  perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,.  perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST,.  perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. clowncar Sem ST,.  perhaps you want to go to the fertility clinics & rescue them all. how many can you fit in your womb. clowncar sem st,perhaps want go fertility clinics rescue many fit womb clowncar sem st
77,11047,"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST",2,"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST","      ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST","      ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST","      ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. Sem ST","      ""natural"" family planning isn't ""planning"" at all since it just doesn't work. sem st",natural family planning planning since work sem st
78,11048,"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",2,"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST","    There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST","    There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST","    There is no ""#abortion"" involved in taking the pill honey. womenshealth abortifacient fail Sem ST","    there is no ""#abortion"" involved in taking the pill honey. womenshealth abortifacient fail sem st",abortion involved taking pill honey womenshealth abortifacient fail sem st
79,11049,"@BuhayIpaglaban @blueskies366 The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST",2,"@BuhayIpaglaban @blueskies366 The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST","    The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST","    The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST","    The culture of death is ""#prolife"" who deny pregnant people healthcare. Sem ST","    the culture of death is ""#prolife"" who deny pregnant people healthcare. sem st",culture death prolife deny pregnant people healthcare sem st
80,11050,@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST,2,@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST,  Bullshit multiplied by bullshit is still bullshit. #SemST,  Bullshit multiplied by bullshit is still bullshit. #SemST,  Bullshit multiplied by bullshit is still bullshit. Sem ST,  bullshit multiplied by bullshit is still bullshit. sem st,bullshit multiplied bullshit still bullshit sem st
81,11051,Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,2,Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,Happy July 4th- freedom day! Let liberty ring out! freedom Faith Jesus REVIVAL Life tcot Sem ST,happy july 4th- freedom day! let liberty ring out! freedom faith jesus revival life tcot sem st,happy july 4th freedom day let liberty ring freedom faith jesus revival life tcot sem st
82,11052,@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,2,@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,   What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,   What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,   What are they doing with acid signs oh yeah their all tripping lsd  Sem ST,   what are they doing with acid signs oh yeah their all tripping lsd  sem st,acid signs oh yeah tripping lsd sem st
83,11053,"@_msthirdward @BuhayIpaglaban @blueskies366 It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST",2,"@_msthirdward @BuhayIpaglaban @blueskies366 It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST","      It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST","      It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST","      It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. Sem ST","      it's never been about ""life"" has it? ""#prolife"" are ok with women dying. sem st",never life prolife ok women dying sem st
84,11054,@BuhayIpaglaban @laurawrpie @_msthirdward @blueskies366 I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,2,@BuhayIpaglaban @laurawrpie @_msthirdward @blueskies366 I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,        I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,        I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,        I'm totally cool with this image. Was the fetus unviable? Health at risk? Sem ST,        i'm totally cool with this image. was the fetus unviable? health at risk? sem st,totally cool image fetus unviable health risk sem st
85,11055,@BuhayIpaglaban @_msthirdward @laurawrpie Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,2,@BuhayIpaglaban @_msthirdward @laurawrpie Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,      Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,      Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,      Who defends murder here? I haven't heard anyone defending the killing of human beings. Sem ST,      who defends murder here? i haven't heard anyone defending the killing of human beings. sem st,defends murder heard anyone defending killing human beings sem st
86,11056,I just unfollowed someone because they tweeted about being pro-life #SemST,2,I just unfollowed someone because they tweeted about being pro-life #SemST,I just unfollowed someone because they tweeted about being pro-life #SemST,I just unfollowed someone because they tweeted about being pro-life #SemST,I just unfollowed someone because they tweeted about being pro-life Sem ST,i just unfollowed someone because they tweeted about being pro-life sem st,unfollowed someone tweeted pro life sem st
87,11057,"RT @freesafelegal: ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST",2,"RT @freesafelegal: ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST","RT   ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST","RT   ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST","RT   ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay UNIRL Sem ST","rt   ""why does the government not hold a referendum on abortion?"" asks un cescr mbr pillay unirl sem st",rt government hold referendum abortion asks un cescr mbr pillay unirl sem st
88,11058,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",2,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST","Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST","Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST","Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support gaymarriage Obamacare Sem ST","leftist, progressives love 2lie & claim they believe in god, but if they do they would never support gaymarriage obamacare sem st",leftist progressives love 2lie claim believe god would never support gaymarriage obamacare sem st
89,11059,I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,2,I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,I'll celebrate Independence Day when EVERYONE in this country is equally free & not living in fear & poverty! Equality For All p 2 Sem ST,i'll celebrate independence day when everyone in this country is equally free & not living in fear & poverty! equality for all p 2 sem st,celebrate independence day everyone country equally free living fear poverty equality p 2 sem st
90,11060,@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST,2,@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST,    The unborn also have rights #defendthe8th #SemST,    The unborn also have rights #defendthe8th #SemST,    The unborn also have rights defendthe 8 th Sem ST,    the unborn also have rights defendthe 8 th sem st,unborn also rights defendthe 8 th sem st
91,11061,"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST",2,"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST","    The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST","    The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST","    The most fundamental right of them all, the right to life, is also a right of the unborn. Sem ST","    the most fundamental right of them all, the right to life, is also a right of the unborn. sem st",fundamental right right life also right unborn sem st
92,11062,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,2,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,Every year I see rally 4 life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! repealthe 8 th Sem ST,every year i see rally 4 life ads & think 'that sounds great!' stop tricking me into thinking you want sth positive! repealthe 8 th sem st,every year see rally 4 life ads think sounds great stop tricking thinking want sth positive repealthe 8 th sem st
93,11063,"#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST",2,"#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST","#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST","#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST","Defent The 8 th Why would I defend something that kills people? Remember Savita killed by Irish ""#prolife"" laws? Repeal The 8 th Sem ST","defent the 8 th why would i defend something that kills people? remember savita killed by irish ""#prolife"" laws? repeal the 8 th sem st",defent 8 th would defend something kills people remember savita killed irish prolife laws repeal 8 th sem st
94,11064,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,2,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. Sem ST,of course an embryo is a person! if it were a puppy there'd be no desire to abort it. sem st,course embryo person puppy desire abort sem st
95,11065,If it's not a person then why do women get invitro? To have a gold fish? #SemST,2,If it's not a person then why do women get invitro? To have a gold fish? #SemST,If it's not a person then why do women get invitro? To have a gold fish? #SemST,If it's not a person then why do women get invitro? To have a gold fish? #SemST,If it's not a person then why do women get invitro? To have a gold fish? Sem ST,if it's not a person then why do women get invitro? to have a gold fish? sem st,person women get invitro gold fish sem st
96,11066,There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST,2,There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST,There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST,There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST,There should be no law or funding which justifies the murder of innocent life.   CCOT pjnet Sem ST,there should be no law or funding which justifies the murder of innocent life.   ccot pjnet sem st,law funding justifies murder innocent life ccot pjnet sem st
97,11067,"In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST",2,"In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST","In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST","In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST","In 1776 we killed the conservatives, freed ourselves from that crap rightwing Christian Church State Tyranny Uniteblue tcot Sem ST","in 1776 we killed the conservatives, freed ourselves from that crap rightwing christian church state tyranny uniteblue tcot sem st",1776 killed conservatives freed crap rightwing christian church state tyranny uniteblue tcot sem st
98,11068,"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST",2,"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST","Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST","Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST","Compromising on sin gets easier as time goes on. Oh yeah, it didn't just start! sexual impurity Wake Up America Sem ST","compromising on sin gets easier as time goes on. oh yeah, it didn't just start! sexual impurity wake up america sem st",compromising sin gets easier time goes oh yeah start sexual impurity wake america sem st
99,11069,AntiChoice laws say women can't make their own decisions  #SemST,2,AntiChoice laws say women can't make their own decisions  #SemST,AntiChoice laws say women can't make their own decisions  #SemST,AntiChoice laws say women can't make their own decisions  #SemST,AntiChoice laws say women can't make their own decisions  Sem ST,antichoice laws say women can't make their own decisions  sem st,antichoice laws say women make decisions sem st
100,11070,There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,2,There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,There's no place for selfishness when you talk about a human life. Everyone matters! quotes truelovewaits parenting humanrights Sem ST,there's no place for selfishness when you talk about a human life. everyone matters! quotes truelovewaits parenting humanrights sem st,place selfishness talk human life everyone matters quotes truelovewaits parenting humanrights sem st
101,11071,@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,2,@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,  can't wait to see you on   #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,  can't wait to see you on   #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,  can't wait to see you on   Jiz Is My Name Electronica Drug Dealer Jiz  Sem ST,  can't wait to see you on   jiz is my name electronica drug dealer jiz  sem st,wait see jiz name electronica drug dealer jiz sem st
102,11072,@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,2,@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is #SilencedDiscourse for   #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is #SilencedDiscourse for   #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is Silenced Discourse for   Divisions on School Choice Taxes Double Standard Biased Sem ST,    where is silenced discourse for   divisions on school choice taxes double standard biased sem st,silenced discourse divisions school choice taxes double standard biased sem st
103,11073,@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,2,@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is #SilencedDiscourse for   questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is #SilencedDiscourse for   questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,    where is Silenced Discourse for   questions on Divisions School Choice Taxes Double Standard Biased Sem ST,    where is silenced discourse for   questions on divisions school choice taxes double standard biased sem st,silenced discourse questions divisions school choice taxes double standard biased sem st
104,11074,The most horrific violence in America is the war on babies. #SemST,2,The most horrific violence in America is the war on babies. #SemST,The most horrific violence in America is the war on babies. #SemST,The most horrific violence in America is the war on babies. #SemST,The most horrific violence in America is the war on babies. Sem ST,the most horrific violence in america is the war on babies. sem st,horrific violence america war babies sem st
105,11075,"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST",2,"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST","If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST","If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST","If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. Sem ST","if the pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. sem st",pope gave flying fuck poor home continent let abortion birth control sem st
106,11076,A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST,2,A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST,A much needed 3 days with these guys     missed   but what a weekend #SemST,A much needed 3 days with these guys     missed   but what a weekend #SemST,A much needed 3 days with these guys     missed   but what a weekend Sem ST,a much needed 3 days with these guys     missed   but what a weekend sem st,much needed 3 days guys missed weekend sem st
107,11077,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,2,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? Unite Blue Lib Crib maddow Sem ST,if truth is a micro aggression 2 the left why is name calling by the left not a mega hypocrisy? unite blue lib crib maddow sem st,truth micro aggression 2 left name calling left mega hypocrisy unite blue lib crib maddow sem st
108,11078,If #Freewill is good enough for your #god it should be good enough for you. #SemST,2,If #Freewill is good enough for your #god it should be good enough for you. #SemST,If #Freewill is good enough for your #god it should be good enough for you. #SemST,If #Freewill is good enough for your #god it should be good enough for you. #SemST,If Freewill is good enough for your god it should be good enough for you. Sem ST,if freewill is good enough for your god it should be good enough for you. sem st,freewill good enough god good enough sem st
109,11079,"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST",2,"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST","Hi   while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST","Hi   while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST","Hi   while you are campaigning, 3000 innocent lives were killed by your pals rednationrising uniteblue Sem ST","hi   while you are campaigning, 3000 innocent lives were killed by your pals rednationrising uniteblue sem st",hi campaigning 3000 innocent lives killed pals rednationrising uniteblue sem st
110,11080,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,2,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. Pro Life Problems Sem ST,why are tumblr feminists so territorial? pro-lifers can't even voice their opinions without being attacked. pro life problems sem st,tumblr feminists territorial pro lifers even voice opinions without attacked pro life problems sem st
111,11081,The sanctity of human life is not a woman's issue. #antifeminism #SemST,2,The sanctity of human life is not a woman's issue. #antifeminism #SemST,The sanctity of human life is not a woman's issue. #antifeminism #SemST,The sanctity of human life is not a woman's issue. #antifeminism #SemST,The sanctity of human life is not a woman's issue. antifeminism Sem ST,the sanctity of human life is not a woman's issue. antifeminism sem st,sanctity human life woman issue antifeminism sem st
112,11082,@denisemourges @RepThomasMassie I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST,2,@denisemourges @RepThomasMassie I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST,    I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST,    I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST,    I know! I'm the only perfect :-) candidate. Pro Civil Liberties Pro Business Pro Worker Pro Peace Sem ST,    i know! i'm the only perfect :-) candidate. pro civil liberties pro business pro worker pro peace sem st,know perfect candidate pro civil liberties pro business pro worker pro peace sem st
113,11083,Next time just keep the baby   #SemST,2,Next time just keep the baby   #SemST,Next time just keep the baby   #SemST,Next time just keep the baby   #SemST,Next time just keep the baby   Sem ST,next time just keep the baby   sem st,next time keep baby sem st
114,11084,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,2,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  Sem ST,people don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  sem st,people care things effect men reason sexist cover birth control sem st
115,11085,"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST",2,"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST","The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST","The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST","The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   Sem ST","the point is bodily autonomy. a born child can rely on other people, and can live by itself   sem st",point bodily autonomy born child rely people live sem st
116,11086,@ConnectCatholic The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,2,@ConnectCatholic The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,  The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,  The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST,  The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness Sem ST,  the justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness sem st,justification abortion rooted selfishness fear come lack faith self centeredness sem st
117,11087,Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,2,Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,Abortionists and their supporters are the REAL misogynists! Catholic Christian progressive liberal Sem ST,abortionists and their supporters are the real misogynists! catholic christian progressive liberal sem st,abortionists supporters real misogynists catholic christian progressive liberal sem st
118,11088,"Some babies die by chance, none should die by choice! #SemST",2,"Some babies die by chance, none should die by choice! #SemST","Some babies die by chance, none should die by choice! #SemST","Some babies die by chance, none should die by choice! #SemST","Some babies die by chance, none should die by choice! Sem ST","some babies die by chance, none should die by choice! sem st",babies die chance none die choice sem st
119,11089,@BaronTrader @DynaMoChen  Margret Sangers Looking a little rough!!!! #SemST,1,@BaronTrader @DynaMoChen  Margret Sangers Looking a little rough!!!! #SemST,     Margret Sangers Looking a little rough!!!! #SemST,     Margret Sangers Looking a little rough!!!! #SemST,     Margret Sangers Looking a little rough!!!! Sem ST,     margret sangers looking a little rough!!!! sem st,margret sangers looking little rough sem st
120,11090,I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,0,I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST,I would never expect an 11 year old girl to have to carry a pregnancy to term Sem ST,i would never expect an 11 year old girl to have to carry a pregnancy to term sem st,would never expect 11 year old girl carry pregnancy term sem st
121,11091,Monk's Hobbit is back in Twitter. #Catholics #SemST,1,Monk's Hobbit is back in Twitter. #Catholics #SemST,Monk's Hobbit is back in Twitter. #Catholics #SemST,Monk's Hobbit is back in Twitter. #Catholics #SemST,Monk's Hobbit is back in Twitter. Catholics Sem ST,monk's hobbit is back in twitter. catholics sem st,monk hobbit back twitter catholics sem st
